   0.0000000e+00   0.0000000e+00  -1.9970453e-03  -6.4889775e-03  -1.0421127e-03   0.0000000e+00   0.0000000e+00   0.0000000e+00  -2.0110861e-03
   0.0000000e+00   4.4178340e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   4.5057760e-01   3.7136234e+00   5.7982015e-01   0.0000000e+00
   1.1079655e+00   2.8436859e-01   1.0423696e-01   4.3516760e-01   1.6839496e+00   4.7784423e-01  -4.2275275e-01   2.1726631e-01  -1.4594032e-01
   1.4835228e-01   5.8234157e-02   2.1921293e-01  -2.0936675e-01   2.1970412e-01   2.8885607e-01  -2.2220511e-01   7.6836844e-02   6.3628088e-01
   9.6757120e-01   5.2057072e-01   1.1336731e-01   3.6808447e-02   1.8147209e-01   4.5034656e-01  -9.9697137e-02   1.5752850e-01   2.3130141e-01
   1.8179383e-05  -4.6980433e-03   1.9541299e-03   2.7277986e-03   2.6267778e-02   2.1933591e-02  -1.1333156e-01   4.1431281e-02   3.3994473e-02
   2.2431603e-01  -1.3325505e-01   1.5743774e-01  -1.4930940e-01   3.5494167e-03   3.1481349e-01  -2.5284691e-01   8.2373151e-02   2.3217785e-01
   0.0000000e+00   0.0000000e+00   4.7653051e-02   5.3998085e-02   7.7790848e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.8975305e-02
   1.5593139e+00   1.1596024e+00   1.3110482e-01  -3.7047871e-02   3.0680334e-02   8.0357603e-01   6.8425065e-01   1.0019200e+00   2.2260617e-01
   1.8636853e-01   1.4820668e-01   1.0832495e-01  -1.9598385e-02   3.6859054e-02   1.5808876e-01   1.4359225e-01   1.0747896e-01   1.9582137e-01
   0.0000000e+00   0.0000000e+00  -1.1000352e-02   5.7831793e-02   1.2964646e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.0693713e-02
   6.2008868e-01   1.2660965e-01   4.0784633e-01  -4.8151346e-01   7.2049214e-01  -6.6410943e-02  -1.9924062e-01   1.6417199e-01   1.0885526e+00
   5.3235685e-01   2.5218858e-01   1.3908183e+00  -2.7364281e-01   2.3680391e-01   7.2219720e-01   6.6522032e-03   1.9146105e-01   9.1683399e-01
   1.1843789e-01   4.8045697e-02   8.9750361e-03   1.2816596e-02   1.8340432e-02   4.7344798e-02  -3.8113413e-02   6.4311509e-02   5.1671952e-02
   0.0000000e+00   0.0000000e+00   2.6288818e-02  -4.3071620e-02   6.4383074e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   3.1907240e-04
   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   1.5524686e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00   0.0000000e+00
  -2.3948382e-02   1.3952445e-01   6.0801699e-02   5.6129307e-02   5.6552968e-02   9.6477049e-02  -6.7031636e-02   1.0490067e-01   1.0703525e-01
   4.5547142e-01   2.7288694e-02   1.6810472e-01  -5.3358878e-03   6.2003238e-02   5.8756120e-01  -1.3376924e-01   9.8544293e-02   3.1482658e-01
   4.4119627e-01  -6.5803467e-02   6.8590623e-02  -2.5909910e-01   5.5986423e-02   3.9325877e-01  -2.5564308e-01   1.1888717e-01   1.6351725e-01
   3.6929729e-01   7.5044914e-02   7.6915536e-01   1.8451917e-01   1.7385238e-01   2.1843209e-01   1.4733832e-01   1.5896634e-01   1.2544774e+00
   0.0000000e+00   0.0000000e+00   2.2649159e-03  -5.1935151e-02  -8.2821322e-02   0.0000000e+00   0.0000000e+00   0.0000000e+00   5.4652655e-02
   7.9105471e-02   4.9410435e-02   9.1315148e-02  -1.9822779e-02  -9.1986784e-04   6.1203126e-02   4.5639581e-02   8.4088272e-02   6.1032797e-02
  -4.8841236e-02   1.5099628e-01   3.9562291e-01  -3.0838139e-01   9.4937566e-02  -2.1664026e-01  -5.4381153e-02  -5.6962388e-02   7.0113897e-01
   4.8465388e-01   2.0388334e-01   5.1713541e-01  -2.1567901e-01   1.7199402e-01   3.5152218e-01  -4.3988942e-01   9.3059020e-02   3.7888265e-01
   1.3401889e+00   8.2431249e-01   2.5723949e-01  -2.3861423e-01  -4.2919248e-03   2.7679473e-01  -5.7609602e-03   2.1124977e-01   4.8704085e-01
   3.4223563e-01   8.7543792e-02   5.3062334e-02  -1.0573775e-01   7.7931481e-04   6.1467956e-01   3.3612564e-02   1.0333255e-01   1.1105998e-01
